Genero.especie,Nombre_aceptado_GBIF,Nombre_aceptado_rWCVP,Nombre_aceptado_WFO,Comparacion_tres_fuentes,Detalle_comparacion
Solidago.rigida,Solidago rigida,Solidago rigida,Solidago rigida,Coinciden,Coinciden las tres fuentes
Solidago.virgaurea,Solidago virgaurea,Solidago virgaurea,Solidago virgaurea,Coinciden,Coinciden las tres fuentes
Solidago.ulmifolia,Solidago ulmifolia,Solidago ulmifolia,Solidago ulmifolia,Coinciden,Coinciden las tres fuentes
Solidago.missouriensis,Solidago missouriensis,Solidago missouriensis,Solidago missouriensis,Coinciden,Coinciden las tres fuentes
Solidago.sempervirens,Solidago sempervirens,Solidago sempervirens,Solidago sempervirens,Coinciden,Coinciden las tres fuentes
Solidago.speciosa,Solidago speciosa,Solidago speciosa,Solidago speciosa,Coinciden,Coinciden las tres fuentes
Solidago.nemoralis,Solidago nemoralis,Solidago nemoralis,Solidago nemoralis,Coinciden,Coinciden las tres fuentes
Solidago.virgaurea.asiatica,Solidago virgaurea subsp. asiatica,Solidago decurrens var. decurrens,Solidago virgaurea,Revisar,Los tres nombres aceptados son diferentes
Solidago.serotina,Solidago serotina,,Solidago serotina,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Solidago.graminifolia,Euthamia graminifolia,Euthamia graminifolia,Euthamia graminifolia,Coinciden,Coinciden las tres fuentes
Solidago.sempervivens,,Solidago sempervirens,Solidago sempervirens,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Solidago.chilensis,Solidago chilensis,Solidago chilensis,Solidago chilensis,Coinciden,Coinciden las tres fuentes
Sommerfeltia.spinulosa,Sommerfeltia spinulosa,Sommerfeltia spinulosa,Sommerfeltia spinulosa,Coinciden,Coinciden las tres fuentes
Sonchus.cf..ortunoi,Sonchus ortunoi,Sonchus ortunoi,,Revisar,Coinciden GBIF y rWCVP; WFO sin resultado
Sonchus.tenerrinus,,,Sonchus tenerrimus,Revisar,Falta resultado en una o más fuentes
Sonchus.oleraceus,Sonchus oleraceus,Sonchus oleraceus,Sonchus oleraceus,Coinciden,Coinciden las tres fuentes
Sonchus.arvensis,Sonchus arvensis,Sonchus arvensis,Sonchus arvensis,Coinciden,Coinciden las tres fuentes
Sonchus.palustris,Sonchus palustris,Sonchus palustris,Sonchus palustris,Coinciden,Coinciden las tres fuentes
Sophora.flavescens,Sophora flavescens,Sophora flavescens,Sophora flavescens,Coinciden,Coinciden las tres fuentes
Sorbus.commixta,Sorbus commixta,Sorbus commixta,Sorbus commixta,Coinciden,Coinciden las tres fuentes
Soulamea.terminaloides,,Soulamea terminalioides,Soulamea terminalioides,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Spartium.junceum,Spartium junceum,Spartium junceum,Spartium junceum,Coinciden,Coinciden las tres fuentes
Spartocytisus.supranubius,Cytisus supranubius,Cytisus supranubius,Cytisus supranubius,Coinciden,Coinciden las tres fuentes
Specularia.perfoliata,Triodanis perfoliata,Triodanis perfoliata,Triodanis perfoliata,Coinciden,Coinciden las tres fuentes
Spermacoce.assurgens,,,Spermacoce remota,Revisar,Falta resultado en una o más fuentes
Spilanthes.urens,Spilanthes urens,Spilanthes urens,Spilanthes urens,Coinciden,Coinciden las tres fuentes
Spilanthes.stolonifera,Acmella decumbens,Acmella decumbens var. decumbens,Acmella decumbens,Revisar,Coinciden GBIF y WFO; rWCVP es diferente
Spiraea.alba,Spiraea alba,Spiraea alba,Spiraea alba,Coinciden,Coinciden las tres fuentes
Spiraea.tossensis,,Spiraea nipponica var. tosaensis,Spiraea nipponica var. tosaensis,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Spiraea.cantoniensis,Spiraea cantoniensis,Spiraea cantoniensis,Spiraea cantoniensis,Coinciden,Coinciden las tres fuentes
Spiraea.blumei,Spiraea blumei,Spiraea blumei,Spiraea blumei,Coinciden,Coinciden las tres fuentes
Spiraea.japonica,Spiraea japonica,,Spiraea japonica,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Spiraea.thunbergii,Spiraea thunbergii,Spiraea thunbergii,Spiraea thunbergii,Coinciden,Coinciden las tres fuentes
Spiranthes.gracilis,,Spiranthes lacera var. gracilis,,Revisar,Falta resultado en una o más fuentes
Spiranthes.sinensis,Spiranthes sinensis,Spiranthes sinensis,Spiranthes sinensis,Coinciden,Coinciden las tres fuentes
Spuriopimpinella.nikoensis,Spuriopimpinella brachycarpa,Spuriopimpinella brachycarpa,Spuriopimpinella brachycarpa,Coinciden,Coinciden las tres fuentes
Stachtarpheta.cayanensis,,Stachytarpheta cayennensis,Stachytarpheta cayennensis,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Stachys.cretica,Stachys cretica,Stachys cretica,Stachys cretica,Coinciden,Coinciden las tres fuentes
Stachys.sylvatica,Stachys sylvatica,Stachys sylvatica,Stachys sylvatica,Coinciden,Coinciden las tres fuentes
Stachys.albicaulis,Stachys albicaulis,,Stachys albicaulis,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Stachys.palustris,Stachys palustris,Stachys palustris,Stachys palustris,Coinciden,Coinciden las tres fuentes
Stachytarpheta.jamaicensis,Stachytarpheta jamaicensis,Stachytarpheta jamaicensis,Stachytarpheta jamaicensis,Coinciden,Coinciden las tres fuentes
Stachyurus.praecox,Stachyurus praecox,Stachyurus praecox,Stachyurus praecox,Coinciden,Coinciden las tres fuentes
Stackhousia.pulvinaris,Stackhousia pulvinaris,Stackhousia pulvinaris,Stackhousia pulvinaris,Coinciden,Coinciden las tres fuentes
Stanleya.pinnatifida,Stanleya pinnata var. pinnata,Stanleya pinnata var. pinnata,Stanleya pinnata var. pinnata,Coinciden,Coinciden las tres fuentes
Staphylea.trifolia,Staphylea trifolia,Staphylea trifolia,Staphylea trifolia,Coinciden,Coinciden las tres fuentes
Staphylea.bumalda,Staphylea bumalda,Staphylea bumalda,Staphylea bumalda,Coinciden,Coinciden las tres fuentes
Stauntonia.hexaPhylla,,Stauntonia hexaphylla,Stauntonia hexaphylla,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Stauracanthus.genistoides,Stauracanthus genistoides,Stauracanthus genistoides,Stauracanthus genistoides,Coinciden,Coinciden las tres fuentes
Stegolepsis.angustata,,Stegolepis angustata,Stegolepis angustata,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Steironema.quadriflorum,Lysimachia quadriflora,Lysimachia quadriflora,Lysimachia quadriflora,Coinciden,Coinciden las tres fuentes
Steironema.lanceolatum,Lysimachia lanceolata,Lysimachia lanceolata,Lysimachia lanceolata,Coinciden,Coinciden las tres fuentes
Steironema.ciliatum,Lysimachia ciliata,Lysimachia ciliata,Lysimachia ciliata,Coinciden,Coinciden las tres fuentes
Stellaria.longipes,Stellaria longipes,Stellaria longipes,Stellaria longipes,Coinciden,Coinciden las tres fuentes
Stellaria.sp1.M.PL.014,,,,Revisar,Sin resultados en las tres fuentes
Stellaria.pubera,Stellaria pubera,Stellaria pubera,Stellaria pubera,Coinciden,Coinciden las tres fuentes
Stellaria.media,Stellaria media,,Stellaria media,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Stellaria.media,Stellaria media,,Stellaria media,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Stellaria.palustris,Stellaria palustris,,Stellaria palustris,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Stellaria.palustris,Stellaria palustris,,Stellaria palustris,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Stellaria.graminea,Stellaria graminea,,Stellaria graminea,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Stellaria.graminea,Stellaria graminea,,Stellaria graminea,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Stellaria.uchiyamana,Stellaria uchiyamana,Stellaria uchiyamana,,Revisar,Coinciden GBIF y rWCVP; WFO sin resultado
Stellaria.alsine,Stellaria alsine,,Stellaria uliginosa,Revisar,Falta resultado en una o más fuentes
Stellaria.longifolia,Stellaria longifolia,,Stellaria longifolia,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Stenactis.annuus,Erigeron annuus,Erigeron annuus,Erigeron annuus,Coinciden,Coinciden las tres fuentes
Stenanthium.angustifolium,Stenanthium gramineum,Stenanthium gramineum,Stenanthium gramineum,Coinciden,Coinciden las tres fuentes
Stenodraba.stenophylla,Stenodraba stenophylla,Stenodraba stenophylla,Stenodraba stenophylla,Coinciden,Coinciden las tres fuentes
Stephanandra.incisa,Neillia incisa,Neillia incisa,Neillia incisa,Coinciden,Coinciden las tres fuentes
Sternbergia.lutea,Sternbergia lutea,Sternbergia lutea,Sternbergia lutea,Coinciden,Coinciden las tres fuentes
Stevia.satureiifolia,Stevia satureifolia,Stevia satureiifolium,,Revisar,Falta resultado en una o más fuentes
Stewartia.monadelpha,Stewartia monadelpha,Stewartia monadelpha,Stewartia monadelpha,Coinciden,Coinciden las tres fuentes
Stigmaphyllon.paralias,Stigmaphyllon paralias,Stigmaphyllon paralias,Stigmaphyllon paralias,Coinciden,Coinciden las tres fuentes
Stigmaphyllon.diversifolium,Stigmaphyllon diversifolium,Stigmaphyllon diversifolium,Stigmaphyllon diversifolium,Coinciden,Coinciden las tres fuentes
Stigmaphyllon.auriculatum,Stigmaphyllon auriculatum,Stigmaphyllon auriculatum,Stigmaphyllon auriculatum,Coinciden,Coinciden las tres fuentes
Stigmaphyllon.ciliatum,Stigmaphyllon ciliatum,Stigmaphyllon ciliatum,Stigmaphyllon ciliatum,Coinciden,Coinciden las tres fuentes
Stillingia.lineata,Stillingia lineata,Stillingia lineata,Stillingia lineata,Coinciden,Coinciden las tres fuentes
Stillingia.lineata.ssp.lineata,Stillingia lineata subsp. lineata,Stillingia lineata subsp. lineata,Stillingia lineata subsp. lineata,Coinciden,Coinciden las tres fuentes
Strophostyles.helvola,Strophostyles helvola,Strophostyles helvola,Strophostyles helvula,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Strophostyles.pauciflora,Strophostyles leiosperma,Strophostyles leiosperma,,Revisar,Coinciden GBIF y rWCVP; WFO sin resultado
Stylidium.graminifolium,Stylidium graminifolium,Stylidium graminifolium,Stylidium graminifolium,Coinciden,Coinciden las tres fuentes
Stylosanthes.hamata,Stylosanthes hamata,Stylosanthes hamata,Stylosanthes hamata,Coinciden,Coinciden las tres fuentes
Stylosanthes.biflora,Stylosanthes biflora,Stylosanthes biflora,Stylosanthes biflora,Coinciden,Coinciden las tres fuentes
Styrax.japonica,Styrax japonicus,Styrax japonicus,Styrax japonicus,Coinciden,Coinciden las tres fuentes
Suriana.maritima,Suriana maritima,Suriana maritima,Suriana maritima,Coinciden,Coinciden las tres fuentes
Swertia.bimaculata,Swertia bimaculata,Swertia bimaculata,Swertia bimaculata,Coinciden,Coinciden las tres fuentes
Swertia.japonica,Swertia japonica,Swertia japonica,Swertia japonica,Coinciden,Coinciden las tres fuentes
Swida.controversa,Cornus controversa,Cornus controversa,Cornus controversa,Coinciden,Coinciden las tres fuentes
Swida.macrophylla,Cornus macrophylla,Cornus macrophylla,Cornus macrophylla,Coinciden,Coinciden las tres fuentes
Swida.stlonifera,,Cornus sericea,Cornus sericea,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Symphiotrichum.lanceolatum,,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Symphoricarpos.orbicularis,Symphoricarpos orbicularis,Symphoricarpos orbiculatus,Symphoricarpos orbiculatus,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Symplocos.chinensis,Symplocos paniculata,Symplocos paniculata,Symplocos paniculata,Coinciden,Coinciden las tres fuentes
Symplocos.microcalyx,Symplocos microcalyx,Symplocos microcalyx,Symplocos microcalyx,Coinciden,Coinciden las tres fuentes
Synqonanthus.caulescens,,Syngonanthus caulescens,Syngonanthus caulescens,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Synurus.excelsus,Synurus excelsus,Synurus excelsus,Synurus excelsus,Coinciden,Coinciden las tres fuentes
Synurus.pungens,Synurus pungens,Synurus pungens,Synurus pungens,Coinciden,Coinciden las tres fuentes
Syringa.vulgaris,Syringa vulgaris,Syringa vulgaris,Syringa vulgaris,Coinciden,Coinciden las tres fuentes
Syzygium.venosum,Syzygium venosum,,Syzygium venosum,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Syzygium.petrinese,,Syzygium petrinense,Syzygium petrinense,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Syzygium.coriaceum,Syzygium coriaceum,Syzygium coriaceum,Syzygium coriaceum,Coinciden,Coinciden las tres fuentes
Syzygium.glomeratum,Syzygium glomeratum,Syzygium glomeratum,Syzygium glomeratum,Coinciden,Coinciden las tres fuentes
Syzygium.commersonii,Syzygium commersonii,Syzygium commersonii,Syzygium commersonii,Coinciden,Coinciden las tres fuentes
Syzygium.wrightii,Syzygium wrightii,Syzygium wrightii,Syzygium wrightii,Coinciden,Coinciden las tres fuentes
Syzygium.mauritianum,Syzygium mauritianum,Syzygium mauritianum,Syzygium mauritianum,Coinciden,Coinciden las tres fuentes
Tabernaemontana.persicarifolia,Tabernaemontana persicariifolia,Tabernaemontana persicariifolia,Tabernaemontana persicariifolia,Coinciden,Coinciden las tres fuentes
Taenidia.integerrima,Taenidia integerrima,Taenidia integerrima,Taenidia integerrima,Coinciden,Coinciden las tres fuentes
Tanacetum.vulgare,Tanacetum vulgare,Tanacetum vulgare,Tanacetum vulgare,Coinciden,Coinciden las tres fuentes
Tarasa.humilis.,Tarasa humilis,Tarasa humilis,Tarasa humilis,Coinciden,Coinciden las tres fuentes
Taraxacum.japonicum,Taraxacum japonicum,Taraxacum japonicum,Taraxacum japonicum,Coinciden,Coinciden las tres fuentes
Taraxacum.sp1.M.PL.014,,,,Revisar,Sin resultados en las tres fuentes
Taraxacum.sp1.M.PL.024,,,,Revisar,Sin resultados en las tres fuentes
Taraxacum.phymatocarpum,Taraxacum phymatocarpum,Taraxacum phymatocarpum,Taraxacum phymatocarpum,Coinciden,Coinciden las tres fuentes
Taraxacum.hondoense,Taraxacum platycarpum subsp. hondoense,Taraxacum platycarpum subsp. hondoense,,Revisar,Coinciden GBIF y rWCVP; WFO sin resultado
Taraxacum.officinale,Taraxacum officinale,Taraxacum sect. Taraxacum,,Revisar,Falta resultado en una o más fuentes
Taraxacum.arctogenum,Taraxacum ceratophorum,Taraxacum ceratophorum,Taraxacum arctogenum,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Tecoma.radicans,Campsis radicans,Campsis radicans,Campsis radicans,Coinciden,Coinciden las tres fuentes
Tephrosia.virginiana,Tephrosia virginiana,Tephrosia virginiana,Tephrosia virginiana,Coinciden,Coinciden las tres fuentes
Tepualia.stipularis,Tepualia stipularis,Metrosideros stipularis,Metrosideros stipularis,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Ternstroemia.crassifolia,Ternstroemia crassifolia,Ternstroemia crassifolia,Ternstroemia crassifolia,Coinciden,Coinciden las tres fuentes
Tetraglochin.alatum,Margyricarpus alatus,Tetraglochin alata,,Revisar,Falta resultado en una o más fuentes
Tetramerium.nervosum,Tetramerium nervosum,Tetramerium nervosum,Tetramerium nervosum,Coinciden,Coinciden las tres fuentes
Tetrazygia.angustifolia,Miconia angustifolia,Miconia angustifolia,Miconia angustifolia,Coinciden,Coinciden las tres fuentes
Teucrium.polium,Teucrium polium,Teucrium polium,Teucrium polium,Coinciden,Coinciden las tres fuentes
Teucrium.canadense,Teucrium canadense,Teucrium canadense,Teucrium canadense,Coinciden,Coinciden las tres fuentes
Thalia.geniculata,Thalia geniculata,Thalia geniculata,Thalia geniculata,Coinciden,Coinciden las tres fuentes
Thalictrum.filamentosum.tenerum,Thalictrum tuberiferum,Thalictrum tuberiferum var. tuberiferum,Thalictrum filamentosum,Revisar,Los tres nombres aceptados son diferentes
Thalictrum.fendleri,Thalictrum fendleri,Thalictrum fendleri,Thalictrum fendleri,Coinciden,Coinciden las tres fuentes
Thalictrum.thalictroides,Thalictrum thalictroides,Anemonella thalictroides,Anemonella thalictroides,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Thalictrum.dasycarpum,Thalictrum dasycarpum,Thalictrum dasycarpum,Thalictrum dasycarpum,Coinciden,Coinciden las tres fuentes
Thapsia.garganica,Thapsia garganica,Thapsia garganica,Thapsia garganica,Coinciden,Coinciden las tres fuentes
Thaspium.aureum.trifoliatum,Thaspium trifoliatum,Thaspium trifoliatum,Zizia aurea,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Thaspium.aureum.atropurpurem,,Thaspium trifoliatum var. trifoliatum,Zizia aurea,Revisar,Falta resultado en una o más fuentes
Thelesperma.megapotamicum,Thelesperma megapotamicum,Thelesperma megapotamicum,Thelesperma megapotamicum,Coinciden,Coinciden las tres fuentes
Thermopsis.montana,Thermopsis montana,Thermopsis montana,Thermopsis montana,Coinciden,Coinciden las tres fuentes
Thespesia.populnea,Thespesia populnea,Thespesia populnea,Thespesia populnea,Coinciden,Coinciden las tres fuentes
Thunbergia.fragrans,Thunbergia fragrans,Thunbergia fragrans,Thunbergia fragrans,Coinciden,Coinciden las tres fuentes
Thymelaea.hirsuta,Thymelaea hirsuta,Thymelaea hirsuta,Thymelaea hirsuta,Coinciden,Coinciden las tres fuentes
Thymelaea.tartonraira,Thymelaea tartonraira,Thymelaea tarton-raira,Thymelaea tarton-raira,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
Thymus.mastichina,Thymus mastichina,Thymus mastichina,Thymus mastichina,Coinciden,Coinciden las tres fuentes
Thymus.capitatus,,,Thymbra capitata,Revisar,Falta resultado en una o más fuentes
Tiarella.cordifolia.collina,Tiarella cordifolia,Tiarella cordifolia,Tiarella cordifolia,Coinciden,Coinciden las tres fuentes
Tibouchina.fraterna,Tibouchina fraterna,Tibouchina fraterna,Tibouchina fraterna,Coinciden,Coinciden las tres fuentes
Tilia.japonica,Tilia japonica,Tilia japonica,Tilia japonica,Coinciden,Coinciden las tres fuentes
Tilia.miqueliana,Tilia miqueliana,Tilia miqueliana,Tilia miqueliana,Coinciden,Coinciden las tres fuentes
Tilia.americana,Tilia americana,Tilia americana,Tilia americana,Coinciden,Coinciden las tres fuentes
Tillandsia.tenuifolia,Tillandsia tenuifolia,Tillandsia tenuifolia,Tillandsia tenuifolia,Coinciden,Coinciden las tres fuentes
Tillandsia.geminifolia,,Lemeltonia monadelpha,Lemeltonia monadelpha,Revisar,Coinciden rWCVP y WFO; GBIF sin resultado
Timonius.sechellensis,Timonius flavescens,Timonius flavescens,Timonius flavescens,Coinciden,Coinciden las tres fuentes
Tococa.nitens,Miconia nitens,Miconia nitens,Miconia nitens,Coinciden,Coinciden las tres fuentes
Toddalia.asiatica,Zanthoxylum asiaticum,Zanthoxylum asiaticum,Zanthoxylum asiaticum,Coinciden,Coinciden las tres fuentes
Tolpis.webbii,Tolpis webbii,Tolpis webbii,Tolpis webbii,Coinciden,Coinciden las tres fuentes
Tordylium.apulum,Tordylium apulum,Tordylium apulum,Tordylium apulum,Coinciden,Coinciden las tres fuentes
Torilis.japonica,Torilis japonica,Torilis japonica,Torilis japonica,Coinciden,Coinciden las tres fuentes
Tournefortia.psilostachya,Myriopus psilostachya,Myriopus psilostachya,Myriopus psilostachya,Coinciden,Coinciden las tres fuentes
Tournefortia.rufo-sericea,Tournefortia rufosericea,Tournefortia rufosericea,Tournefortia rufo-sericea,Revisar,Coinciden GBIF y rWCVP; WFO es diferente
Tradescantia.brevicaulis,Tradescantia virginiana,Tradescantia virginiana,Tradescantia virginiana,Coinciden,Coinciden las tres fuentes
Tradescantia.zebrina,Tradescantia zebrina,Tradescantia zebrina,Tradescantia zebrina,Coinciden,Coinciden las tres fuentes
Tradescantia.ohiensis,Tradescantia ohiensis,Tradescantia ohiensis,Tradescantia ohiensis,Coinciden,Coinciden las tres fuentes
Tradescantia.virginiana,Tradescantia virginiana,Tradescantia virginiana,Tradescantia virginiana,Coinciden,Coinciden las tres fuentes
Tradescantia.pilosa,Tradescantia pilosa,,Cyanotis pilosa,Revisar,Falta resultado en una o más fuentes
Tragopogon.porrifolius,Tragopogon porrifolius,,Tragopogon porrifolius,Revisar,Coinciden GBIF y WFO; rWCVP sin resultado
Trema.orientalis,Trema orientale,Trema orientale,Trema orientale,Coinciden,Coinciden las tres fuentes
Tremastelma.palestinum,,Lomelosia palaestina,Lomelosia palestina,Revisar,Falta resultado en una o más fuentes
Trfolium.sp1.M.PL.046,,,,Revisar,Sin resultados en las tres fuentes
Tribulus.cistoides,Tribulus cistoides,Tribulus cistoides,Tribulus cistoides,Coinciden,Coinciden las tres fuentes
Trichocereus.chiloensis,Leucostele chiloensis subsp. chiloensis,Leucostele chiloensis,Leucostele chiloensis,Revisar,Coinciden rWCVP y WFO; GBIF es diferente
