site,year,date,codigo.p,no.esp.p,codigo.i,no.esp.i,obs.time,no.fl.obs,no.fl.visit,observer
V4,2007,2007-12-11,cap.ata,p0044,sphecid1,i0121,11:48,50,3,Nachu
V1,2011,2011-12-20,cap.ata,p0044,sphecid1,i0121,13:13:00,1000,1,silvia
V4,2008,2008-12-19,cap.ata,p0044,cen.bre,i0007,11:17:00,300,2,Nachu
V4,2007,2007-12-11,cap.ata,p0044,mes.jen,i0011,12:03,50,2,Nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,10:03,200,1,nachu
V4,2008,2008-12-02,cap.ata,p0044,bombil7,i0116,13:02:00,100,2,Nachu
V3,2006,2007-01-19,cap.ata,p0044,tac.sp6,i0086,09:21,400,1,Jimena
V4,2007,2007-12-04,cap.ata,p0044,cen.bre,i0007,11:19,500,2,Nachu
V4,2011,2011-11-25,cap.ata,p0044,sphecid1,i0121,11:15,550,1,silvia
V4,2009,2009-12-11,cap.ata,p0044,mes.jen,i0011,11:59:00,600,1,Rocio
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,7:58,100,1,silvia
V4,2008,2008-12-17,cap.ata,p0044,col.ara,i0168,08:36:00,300,9,Nachu
V4,2009,2009-12-11,cap.ata,p0044,sph.sp2,i0123,11:59:00,600,3,Rocio
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,7:58,100,4,silvia
V4,2008,2008-12-12,cap.ata,p0044,wil.cha,i0096,09:21:00,44,1,Nachu
V4,2007,2007-12-04,cap.ata,p0044,meg.C,i0140,11:19,500,1,Nachu
V4,2007,2007-12-04,cap.ata,p0044,sphecid1,i0121,11:19,500,1,Nachu
V4,2008,2008-12-17,cap.ata,p0044,pir.com,i0132,12:50:00,300,2,Nachu
V1,2011,2011-12-20,cap.ata,p0044,sphecid1,i0121,13:13:00,1000,1,silvia
V4,2010,2010-12-10,cap.ata,p0044,NA,NA,7:55:00,700,4,nachu
V4,2009,2009-12-11,cap.ata,p0044,aug.sp,i0228,11:59:00,600,10,Rocio
V4,2007,2007-12-11,cap.ata,p0044,cos.chi,i0077,12:08,100,2,Nachu
V4,2008,2008-12-19,cap.ata,p0044,cen.bre,i0007,11:31:00,3,1,Nachu
V4,2010,2010-12-10,cap.ata,p0044,sphecid1,i0121,7:58,100,4,silvia
V4,2010,2010-12-17,cap.ata,p0044,bom.opi,i0002,10:25,350,1,silvia
V4,2010,2010-12-10,cap.ata,p0044,cop.sp2,i0052,7:55:00,700,3,nachu
V1,2010,2010-12-03,cap.ata,p0044,dih.sp1,i0031,11:01,280,1,silvia
V4,2010,2010-12-17,cap.ata,p0044,bombil5,i0115,0,0,1,georgina
V4,2008,2008-12-17,cap.ata,p0044,cen.bre,i0007,12:50:00,300,3,Nachu
V3,2006,2007-01-19,cap.ata,p0044,cop.ari,i0044,09:50,120,4,Jimena
V4,2008,2008-12-17,cap.ata,p0044,cos.chi,i0077,08:36:00,300,1,Nachu
V4,2011,2011-12-13,cap.ata,p0044,zet.sp1,i0037,10:49,500,1,nachu
V4,2011,2011-12-13,cap.ata,p0044,api.mel,i0070,09:55,100,1,silvia
V4,2008,2008-12-17,cap.ata,p0044,sphecid1,i0121,12:41:00,500,2,Nachu
V4,2011,NA,cap.ata,p0044,str.eur,i0131,12:25,20,1,enzo
V4,2009,2009-12-02,cap.ata,p0044,sph.sp2,i0123,10:40:00,500,2,Nachu
V4,2007,2007-12-11,cap.ata,p0044,meg.sp6,i0040,12:03,50,1,Nachu
V4,2010,2010-12-10,cap.ata,p0044,NA,NA,8:15,34,0,silvia
V4,2008,2008-12-17,cap.ata,p0044,sphecid1,i0121,12:59:00,80,2,Nachu
V4,2007,2007-12-04,cap.ata,p0044,cop.ari,i0044,11:19,500,1,Nachu
V4,2008,2008-12-19,cap.ata,p0044,sphecid1,i0121,11:17:00,300,1,Nachu
V4,2007,2007-12-11,cap.ata,p0044,amm.sp1,i0126,10:51,30,1,Nachu
V4,2009,2009-10-19,cap.ata,p0044,aud.sp,i0178,12:32:00,19,1,nachu
V4,2009,2009-12-11,cap.ata,p0044,eum.sp,i0264,13:25:00,500,1,Rocio
V4,2009,2009-12-11,cap.ata,p0044,cen.bre,i0007,12:25:00,600,15,Rocio
V4,2010,2010-12-17,cap.ata,p0044,amm.sp1,i0126,10:38,90,1,nachu
V4,2011,2011-11-04,cap.ata,p0044,meg.A,i0003,12:30,150,3,silvia
V4,2011,2011-12-13,cap.ata,p0044,api.mel,i0070,10:01,40,1,silvia
V4,2008,2008-12-02,cap.ata,p0044,amm.sp1,i0126,12:32:00,200,1,Nachu
V4,2010,2010-12-17,cap.ata,p0044,bom.opi,i0002,10:25,350,1,silvia
V4,2008,2008-12-17,cap.ata,p0044,sphecid1,i0121,12:41:00,500,1,Nachu
V4,2007,2007-12-04,cap.ata,p0044,cen.bre,i0007,11:19,500,1,Nachu
V4,2010,2010-12-10,cap.ata,p0044,cos.chi,i0077,10:03,200,1,nachu
V4,2009,2009-12-02,cap.ata,p0044,sph.sp2,i0123,10:40:00,500,1,Nachu
V4,2008,2008-12-02,cap.ata,p0044,com.ful,i0059,13:02:00,100,1,Nachu
V1,2010,2010-12-03,cap.ata,p0044,xyl.spl,i0094,11:01,280,1,silvia
V4,2008,2008-12-17,cap.ata,p0044,zet.sp1,i0037,08:36:00,300,1,Nachu
V4,2009,2009-12-11,cap.ata,p0044,api.mel,i0070,12:25:00,600,15,Rocio
V4,2007,2007-12-11,cap.ata,p0044,sphecid1,i0121,11:48,50,3,Nachu
V4,2008,2008-12-12,cap.ata,p0044,sva.zeb,i0110,12:44:00,200,1,Nachu
V4,2007,2007-12-11,cap.ata,p0044,mes.jen,i0011,10:51,30,1,Nachu
V4,2008,2008-12-17,cap.ata,p0044,cos.chi,i0077,08:36:00,300,1,Nachu
V4,2007,2007-12-11,cap.ata,p0044,amm.sp1,i0126,11:48,50,1,Nachu
V4,2008,2008-12-02,cap.ata,p0044,thy.sp1,i0034,13:02:00,100,1,Nachu
V4,2009,2009-12-11,cap.ata,p0044,sphecid1,i0121,12:25:00,600,1,Rocio
V4,2008,2008-12-19,cap.ata,p0044,cos.chi,i0077,11:17:00,300,2,Nachu
V4,2007,2007-12-11,cap.ata,p0044,sphecid1,i0121,11:48,50,3,Nachu
V4,2008,2008-12-02,cap.ata,p0044,mes.jen,i0011,12:32:00,200,1,Nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,7:55:00,700,3,nachu
V4,2010,2010-12-17,cap.ata,p0044,cop.ari,i0044,10:03,140,4,nachu
V4,2007,2007-12-11,cap.ata,p0044,cen.bre,i0007,10:51,30,1,Nachu
V4,2009,2009-12-11,cap.ata,p0044,sphecid1,i0121,13:25:00,500,5,Rocio
V1,2010,2010-12-03,cap.ata,p0044,NA,NA,12:44,40,1,silvia
V4,2008,2008-10-24,cap.ata,p0044,aud.sp,i0178,11:00:00,800,2,Nachu
V4,2011,2011-12-13,cap.ata,p0044,rub.nas,i0265,10:40,1500,1,nachu
V4,2008,2008-12-17,cap.ata,p0044,cos.chi,i0077,08:36:00,300,2,Nachu
V4,2009,2009-12-11,cap.ata,p0044,cen.bre,i0007,11:59:00,600,5,Rocio
V4,2009,2009-12-11,cap.ata,p0044,wil.cha,i0096,13:25:00,500,1,Rocio
V4,2008,2008-12-19,cap.ata,p0044,cos.chi,i0077,11:31:00,3,3,Nachu
V4,2011,2011-12-06,cap.ata,p0044,str.eur,i0131,13:38:00,500,2,silvia
V4,2008,2008-10-24,cap.ata,p0044,xyl.ord,i0001,11:00:00,800,13,Nachu
V4,2007,2007-11-27,cap.ata,p0044,bom.opi,i0002,11:12,130,2,Nachu
V4,2010,2010-12-17,cap.ata,p0044,cop.ari,i0044,10:12,200,1,nachu
V4,2011,2011-12-13,cap.ata,p0044,sphecid1,i0121,10:40,1500,1,nachu
V4,2008,2008-12-19,cap.ata,p0044,sphecid1,i0121,11:31:00,3,2,Nachu
V4,2008,2008-12-17,cap.ata,p0044,bom.opi,i0002,08:36:00,300,4,Nachu
V4,2010,2010-12-17,cap.ata,p0044,cop.ari,i0044,10:25,350,1,silvia
V4,2008,2008-10-24,cap.ata,p0044,bom.opi,i0002,11:00:00,800,13,Nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,10:03,200,1,nachu
V4,2008,2008-12-19,cap.ata,p0044,amm.sp1,i0126,11:31:00,3,1,Nachu
V4,2008,2008-10-24,cap.ata,p0044,xyl.spl,i0094,11:00:00,800,10,Nachu
V4,2010,2010-12-17,cap.ata,p0044,wil.cha,i0096,10:12,200,8,nachu
V4,2009,2009-12-11,cap.ata,p0044,bom.opi,i0002,12:25:00,600,2,Rocio
V4,2010,2010-12-17,cap.ata,p0044,xyl.ord,i0001,10:03,140,3,nachu
V4,2010,2010-12-17,cap.ata,p0044,xyl.ord,i0001,9:39,90,1,nachu
V4,2008,2008-12-19,cap.ata,p0044,aug.sp,i0228,11:31:00,3,1,Nachu
V4,2010,2010-12-17,cap.ata,p0044,rub.nas,i0265,10:25,350,1,silvia
V4,2007,2007-12-11,cap.ata,p0044,amm.sp1,i0126,10:51,30,1,Nachu
V4,2011,2011-12-13,cap.ata,p0044,col.bic,i0097,10:40,1500,2,nachu
V4,2010,2010-12-17,cap.ata,p0044,xyl.ord,i0001,10:12,200,10,nachu
V4,2010,2010-12-17,cap.ata,p0044,tac.sp1,i0038,10:03,140,1,nachu
V4,2008,2008-12-02,cap.ata,p0044,sphecid1,i0121,12:32:00,200,2,Nachu
V4,2010,2010-12-17,cap.ata,p0044,bom.opi,i0002,10:12,200,7,nachu
V4,2007,2007-12-11,cap.ata,p0044,amm.sp1,i0126,10:51,30,3,Nachu
V4,2007,2007-12-11,cap.ata,p0044,aug.sp,i0228,12:33,10,1,Nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,10:03,200,2,nachu
V4,2008,2008-12-19,cap.ata,p0044,cos.chi,i0077,11:17:00,300,2,Nachu
V4,2007,2007-12-11,cap.ata,p0044,tac.sp1,i0038,11:48,50,1,Nachu
V4,2010,2010-12-17,cap.ata,p0044,cop.sp2,i0052,0,0,1,georgina
V4,2010,2010-12-17,cap.ata,p0044,bom.opi,i0002,10:03,140,1,nachu
V4,2009,2009-12-11,cap.ata,p0044,cen.bre,i0007,11:59:00,600,15,Rocio
V4,2009,2009-10-19,cap.ata,p0044,aud.sp,i0178,12:32:00,19,1,nachu
V4,2007,2007-12-11,cap.ata,p0044,amm.sp1,i0126,10:51,30,3,Nachu
V4,2010,2010-12-17,cap.ata,p0044,cop.ari,i0044,10:12,200,1,nachu
V4,2008,2008-10-07,cap.ata,p0044,api.mel,i0070,10:19:00,50,1,Nachu
V4,2008,2008-12-17,cap.ata,p0044,eum.sp,i0264,12:41:00,500,4,Nachu
V4,2009,2009-12-11,cap.ata,p0044,col.lyc,i0170,11:59:00,600,1,Rocio
V4,2009,2009-12-02,cap.ata,p0044,sphecid1,i0121,10:40:00,500,2,Nachu
V4,2007,2007-12-11,cap.ata,p0044,sphecid1,i0121,11:48,50,2,Nachu
V4,2007,2007-12-11,cap.ata,p0044,cop.sp2,i0052,10:51,30,1,Nachu
V4,2008,2008-12-19,cap.ata,p0044,cen.bre,i0007,11:17:00,300,13,Nachu
V4,2010,2010-12-17,cap.ata,p0044,str.eur,i0131,10:03,140,1,nachu
V4,2010,2010-12-17,cap.ata,p0044,cop.ari,i0044,10:12,200,1,nachu
V4,2011,2011-12-13,cap.ata,p0044,api.mel,i0070,10:49,500,2,nachu
V4,2008,2008-12-17,cap.ata,p0044,col.ara,i0168,12:41:00,500,1,Nachu
V4,2007,2007-11-08,cap.ata,p0044,NA,NA,16:38,30,0,Nachu
V4,2008,2008-12-02,cap.ata,p0044,bombil7,i0116,13:02:00,100,2,Nachu
V1,2011,2011-12-20,cap.ata,p0044,ana.ine,i0013,13:13:00,1000,3,silvia
V4,2010,2010-12-17,cap.ata,p0044,sphecid1,i0121,10:03,140,2,nachu
V4,2009,2009-12-11,cap.ata,p0044,api.mel,i0070,13:25:00,500,10,Rocio
V4,2007,2007-12-11,cap.ata,p0044,bombil8,i0085,12:08,100,1,Nachu
V4,2009,2009-12-11,cap.ata,p0044,sphecid1,i0121,13:25:00,500,5,Rocio
V4,2009,2009-11-30,cap.ata,p0044,pompil3,i0263,11:11:00,120,4,Nachu
V4,2011,2011-12-13,cap.ata,p0044,sphecid1,i0121,10:40,1500,1,nachu
V4,2007,2007-12-11,cap.ata,p0044,sphecid1,i0121,11:48,50,2,Nachu
V4,2007,2007-12-04,cap.ata,p0044,sphecid1,i0121,11:19,500,1,Nachu
V4,2008,2008-12-17,cap.ata,p0044,tac.sp1,i0038,12:41:00,500,2,Nachu
V4,2011,2011-12-13,cap.ata,p0044,sphecid1,i0121,10:40,1500,1,nachu
V4,2011,NA,cap.ata,p0044,meg.jor,i0298,12:25,20,1,enzo
V4,2011,2011-12-13,cap.ata,p0044,trich.sp,i0305,09:55,100,1,silvia
V4,2008,2008-12-17,cap.ata,p0044,aug.sp,i0228,08:36:00,300,2,Nachu
V4,2010,2010-12-10,cap.ata,p0044,cop.ari,i0044,8:28,50,5,silvia
V4,2008,2008-12-02,cap.ata,p0044,cen.bre,i0007,12:32:00,200,1,Nachu
V4,2008,2008-12-17,cap.ata,p0044,meg.C,i0140,12:50:00,300,3,Nachu
V4,2008,2008-12-19,cap.ata,p0044,pompil3,i0263,11:31:00,3,2,Nachu
V4,2010,2010-12-10,cap.ata,p0044,dih.sp1,i0031,8:28,50,1,silvia
V4,2010,2010-12-10,cap.ata,p0044,bombil9,i0183,10:03,200,2,nachu
V4,2008,2008-12-17,cap.ata,p0044,cen.bre,i0007,12:50:00,300,4,Nachu
V4,2009,2009-10-19,cap.ata,p0044,bom.opi,i0002,12:32:00,19,2,nachu
V4,2011,2011-12-13,cap.ata,p0044,api.mel,i0070,10:49,500,1,nachu
V4,2007,2007-12-04,cap.ata,p0044,cen.bre,i0007,11:19,500,2,Nachu
V1,2007,2007-10-29,jun.asp,p0002,cop.ari,i0044,16:55,1000,1,Nachu
V1,2007,2007-10-29,jun.asp,p0002,cop.ari,i0044,16:55,1000,3,Nachu
V4,2008,2008-10-28,jun.asp,p0002,NA,NA,13:14:00,130,0,Nachu
V1,2007,2007-10-29,jun.asp,p0002,cop.ari,i0044,16:55,1000,2,Nachu
V4,2009,2009-11-25,jun.asp,p0002,NA,NA,10:06:00,40,0,Belen
V1,2007,2007-10-29,jun.asp,p0002,cop.ari,i0044,16:55,1000,3,Nachu
V4,2008,2008-10-21,jun.asp,p0002,NA,NA,14:08:00,50,0,Nachu
V1,2007,2007-10-29,jun.asp,p0002,cop.ari,i0044,16:55,1000,1,Nachu
V1,2007,2007-10-29,jun.asp,p0002,cop.ari,i0044,16:55,1000,2,Nachu
V1,2007,2007-10-29,jun.asp,p0002,dia.sp1,i0073,16:55,1000,1,Nachu
V1,2011,2011-10-04,lyc.ten,p0007,NA,NA,08:33,2,0,silvia
V1,2010,2010-10-06,lyc.ten,p0007,cop.ari,i0044,7:54,13,1,silvia
V1,2009,2009-10-19,lyc.ten,p0007,NA,NA,10:32:00,5,0,nachu
V1,2008,2008-10-21,lyc.ten,p0007,bombil3,i0069,11:18:00,34,2,Nachu
V1,2011,2011-12-02,lyc.ten,p0007,NA,NA,12:50,25,2,silvia
V1,2008,2008-09-24,lyc.ten,p0007,cop.ari,i0044,13:02:00,11,2,Nachu
V1,2009,2009-10-21,lyc.ten,p0007,NA,NA,12:11:00,19,0,nachu
V4,2008,2008-10-17,lyc.ten,p0007,NA,NA,14:21:00,13,0,Nachu
V4,2009,2009-10-26,lyc.ten,p0007,NA,NA,13:15:00,4,0,nachu
V1,2008,2008-09-24,lyc.ten,p0007,cop.ari,i0044,13:02:00,11,2,Nachu
V1,2007,2007-10-02,lyc.ten,p0007,syr.sp1,i0045,12:41,35,2,Nachu
V1,2007,2007-10-02,lyc.ten,p0007,dih.sp1,i0031,12:41,35,2,Nachu
V1,2007,2007-10-02,lyc.ten,p0007,syr.sp1,i0045,12:41,35,10,Nachu
V1,2008,2008-09-24,lyc.ten,p0007,cop.ari,i0044,13:02:00,11,1,Nachu
V1,2008,2008-09-24,lyc.ten,p0007,NA,NA,12:36:00,9,0,Nachu
V1,2007,2007-10-02,lyc.ten,p0007,aug.sp,i0228,12:41,25,1,Nachu
V1,2007,2007-10-25,hof.ere,p0020,NA,NA,11:28,15,0,Nachu
V4,2010,2010-10-22,hof.ere,p0020,NA,NA,12:47:00,11,0,Nachu
V4,2011,2011-12-02,hof.ere,p0020,NA,NA,10:22,4,0,nachu
V4,2008,2008-10-28,hof.ere,p0020,NA,NA,13:22:00,16,0,Diego
V1,2011,2011-12-02,hof.ere,p0020,cen.bre,i0007,13:07,6,1,nachu
V4,2009,2009-11-04,hof.ere,p0020,NA,NA,11:18:00,2,0,belen
V4,2010,2010-10-28,hof.ere,p0020,NA,NA,8:37:00,4,0,Nachu
V4,2010,2010-10-22,hof.ere,p0020,NA,NA,14:12:00,3,0,Nachu
V1,2008,2008-10-28,hof.ere,p0020,NA,NA,10:58:00,3,0,Nachu
V1,2010,2010-10-22,hof.ere,p0020,syr.sp1,i0045,10:50,5,3,silvia
V1,2010,2010-10-22,hof.ere,p0020,syr.sp1,i0045,10:50,5,1,silvia
V1,2011,2011-12-06,hof.ere,p0020,NA,NA,10:55:00,2,0,silvia
V1,2008,2008-10-24,hof.ere,p0020,NA,NA,13:22:00,9,0,Nachu
V1,2011,2011-10-28,hof.ere,p0020,NA,NA,10:35,1,0,nachu
V1,2010,2010-10-22,hof.ere,p0020,NA,NA,11:39:00,3,0,Nachu
V1,2011,2011-12-02,hof.ere,p0020,NA,NA,12:55,13,3,nachu
V4,2009,2009-10-28,hof.ere,p0020,cen.bre,i0007,10:13:00,4,1,Belen
V1,2011,2011-12-02,hof.ere,p0020,cen.bre,i0007,12:55,13,4,nachu
V1,2007,2007-11-27,bac.cri,p0024,dih.sp1,i0031,07:57,2,1,Nachu
V4,2010,2010-10-22,bac.cri,p0024,NA,NA,13:12,120,1,silvia
V1,2007,2007-11-27,bac.cri,p0024,cop.sp2,i0052,07:57,2,1,Nachu
V1,2007,2007-11-27,bac.cri,p0024,cop.ari,i0044,07:57,2,1,Nachu
V4,2010,2010-10-22,bac.cri,p0024,dia.sp1,i0073,13:12,120,1,silvia
V1,2010,2010-11-05,bac.cri,p0024,NA,NA,7:47,60,0,silvia
V4,2010,2010-10-22,bac.cri,p0024,cha.sp1,i0062,13:12,120,2,silvia
V4,2007,2007-10-25,lar.cun,p0045,xyl.spl,i0094,08:10,400,2,diego
V4,2007,2007-10-25,lar.cun,p0045,api.mel,i0070,08:01,400,3,diego
V4,2009,2009-10-28,lar.cun,p0045,NA,NA,09:37:00,80,0,nachu
V4,2007,2007-10-25,lar.cun,p0045,bom.opi,i0002,08:45,70,1,Nachu
V4,2007,2007-10-23,lar.cun,p0045,api.mel,i0070,12:40,80,8,Nachu
V4,2011,2011-12-02,lar.cun,p0045,NA,NA,09:55,12,0,nachu
V4,2008,2008-10-24,lar.cun,p0045,col.lyc,i0170,14:40:00,50,1,Nachu
V4,2009,2009-10-28,lar.cun,p0045,NA,NA,09:22:00,80,0,rocio
V4,2011,2011-10-28,lar.cun,p0045,cop.ari,i0044,12:52,100,1,nachu
V4,2010,2010-10-22,lar.cun,p0045,syr.sp1,i0045,13:22:00,200,2,Nachu
V4,2007,2007-10-23,lar.cun,p0045,bom.opi,i0002,12:40,80,11,Nachu
V4,2010,2010-10-22,lar.cun,p0045,syr.sp1,i0045,13:14:00,160,2,Nachu
V4,2010,2010-10-14,lar.cun,p0045,syr.sp1,i0045,10:18,43,1,silvia
V4,2008,2008-10-28,lar.cun,p0045,NA,NA,13:35:00,40,0,Nachu
V4,2007,2007-11-02,lar.cun,p0045,cop.ari,i0044,09:17,180,6,Nachu
V4,2007,2007-10-25,lar.cun,p0045,com.ful,i0059,09:32,150,1,Nachu
V4,2007,2007-10-25,lar.cun,p0045,cop.ari,i0044,08:01,400,10,diego
V4,2009,2009-10-26,lar.cun,p0045,xyl.ord,i0001,13:20:00,52,6,nachu
V4,2007,2007-10-25,lar.cun,p0045,NA,NA,09:10,220,0,Nachu
V4,2009,2009-10-28,lar.cun,p0045,cop.ari,i0044,09:04:00,65,4,nachu
V4,2007,2007-10-25,lar.cun,p0045,cop.ari,i0044,08:10,400,5,diego
V4,2009,2009-10-26,lar.cun,p0045,NA,NA,12:50:00,6,0,nachu
V4,2007,2007-10-25,lar.cun,p0045,NA,NA,07:36,300,0,diego
V4,2007,2007-10-25,lar.cun,p0045,cop.ari,i0044,08:10,400,10,diego
V4,2007,2007-10-23,lar.cun,p0045,xyl.ord,i0001,12:06,300,1,Nachu
V4,2007,2007-10-25,lar.cun,p0045,cop.ari,i0044,09:32,150,1,Nachu
V4,2008,2008-10-21,lar.cun,p0045,NA,NA,15:00:00,28,0,Nachu
V4,2011,2011-10-25,lar.cun,p0045,NA,NA,09:45,72,0,nachu
V4,2007,2007-10-25,lar.cun,p0045,syr.sp1,i0045,08:37,250,1,Nachu
V4,2007,2007-10-23,lar.cun,p0045,cop.ari,i0044,13:08,90,3,Nachu
V4,2009,2009-11-04,lar.cun,p0045,NA,NA,11:39:00,60,0,Nachu
V4,2007,2007-10-25,lar.cun,p0045,NA,NA,09:39,220,0,Nachu
V4,2007,2007-10-23,lar.cun,p0045,NA,NA,12:20,100,0,Nachu
V4,2007,2007-10-25,lar.cun,p0045,api.mel,i0070,09:32,150,8,Nachu
V4,2009,2009-10-26,lar.cun,p0045,aud.sp,i0178,12:57:00,61,2,nachu
V4,2009,2009-10-28,lar.cun,p0045,dih.sp1,i0031,09:10:00,70,1,nachu
V4,2010,2010-10-22,lar.cun,p0045,lon.rob,i0172,13:14:00,160,1,Nachu
V4,2007,2007-10-25,lar.cun,p0045,cop.ari,i0044,08:20,200,1,diego
V4,2010,2010-10-14,lar.cun,p0045,NA,NA,10:27,180,0,silvia
V4,2010,2010-10-28,lar.cun,p0045,NA,NA,9:53,12,0,silvia
V4,2007,2007-10-25,lar.cun,p0045,cop.ari,i0044,08:01,400,1,diego
V4,2007,2007-10-25,lar.cun,p0045,cop.ari,i0044,08:01,400,1,diego
V4,2007,2007-10-25,lar.cun,p0045,NA,NA,09:47,120,0,Nachu
V4,2010,2010-10-22,lar.cun,p0045,NA,NA,13:07:00,49,0,Nachu
V4,2011,2011-10-18,lar.cun,p0045,NA,NA,10:30,5,0,nachu
V4,2010,2010-10-06,lar.cun,p0045,xyl.ord,i0001,11:27,40,3,diego
V4,2007,2007-10-23,lar.cun,p0045,NA,NA,12:34,90,0,Nachu
V4,2008,2008-10-24,lar.cun,p0045,dih.sp1,i0031,14:40:00,50,1,Nachu
V4,2007,2007-10-25,lar.cun,p0045,lei.fri,i0029,08:45,70,1,Nachu
V4,2007,2007-10-29,arj.lon,p0046,NA,NA,18:54,70,0,Erica
V4,2009,2009-11-04,arj.lon,p0046,tac.sp10,i0191,12:02:00,500,2,Nachu
V4,2007,2007-10-23,arj.lon,p0046,NA,NA,12:00,150,0,Nachu
V4,2008,2008-10-31,arj.lon,p0046,NA,NA,09:28:00,100,0,Nachu
V1,2011,2011-10-18,arj.lon,p0046,NA,NA,23:49,28,0,enzo
V4,2010,2010-10-22,arj.lon,p0046,NA,NA,13:58:00,50,0,Nachu
V4,2010,2010-10-28,arj.lon,p0046,NA,NA,9:13:00,200,0,Nachu
V4,2009,2009-11-09,arj.lon,p0046,NA,NA,11:19:00,13,0,nachu
V1,2009,2009-10-26,arj.lon,p0046,NA,NA,10:52:00,14,0,Rocio
V1,2008,2008-09-24,arj.lon,p0046,NA,NA,10:57:00,113,0,Nachu
V1,2011,NA,arj.lon,p0046,NA,NA,10:53,21,0,enzo
V1,2010,2010-12-17,arj.lon,p0046,NA,NA,9:17:00,1,0,silvia
V1,2009,2009-11-11,arj.lon,p0046,NA,NA,09:25:00,15,0,Nachu
V4,2009,2009-11-04,arj.lon,p0046,cae.sp1,i0022,12:02:00,500,1,Nachu
V4,2008,2008-10-24,arj.lon,p0046,ase.mon,i0180,10:07:00,40,2,Nachu
V4,2009,2009-11-04,arj.lon,p0046,vill.sp1,i0114,12:36:00,60,1,belen
V4,2007,2007-10-23,arj.lon,p0046,NA,NA,11:53,140,0,Nachu
V4,2009,2009-10-28,arj.lon,p0046,NA,NA,10:42:00,6,0,nachu
V4,2009,2009-11-04,arj.lon,p0046,NA,NA,12:37:00,13,0,Nachu
V1,2011,2011-10-25,arj.lon,p0046,NA,NA,12:25,110,0,nachu
V1,2010,2010-12-10,arj.lon,p0046,NA,NA,10:49,3,0,nachu
V1,2011,2011-10-11,arj.lon,p0046,aug.sp,i0228,13:48,3,1,silvia
V4,2010,2010-10-28,arj.lon,p0046,cop.ari,i0044,8:30:00,110,2,Nachu
V4,2009,2009-11-11,arj.lon,p0046,NA,NA,11:31:00,330,0,Nachu
V4,2008,2008-10-21,arj.lon,p0046,NA,NA,14:40:00,400,0,Nachu
V4,2008,2008-10-24,arj.lon,p0046,NA,NA,09:38:00,130,0,Nachu
V1,2009,2009-10-19,arj.lon,p0046,NA,NA,10:55:00,8,0,rocio
V4,2010,2010-10-22,arj.lon,p0046,NA,NA,12:39:00,20,2,Nachu
V4,2009,2009-11-04,arj.lon,p0046,aug.sp,i0228,12:36:00,60,3,belen
V4,2007,2007-10-25,arj.lon,p0046,NA,NA,13:52,140,0,Nachu
V4,2011,2011-10-28,arj.lon,p0046,NA,NA,13:42,11,0,silvia
V4,2009,2009-11-09,arj.lon,p0046,meg.A,i0003,11:05:00,3000,1,nachu
V4,2008,2008-10-21,arj.lon,p0046,NA,NA,14:46:00,60,0,Nachu
V4,2009,2009-11-04,arj.lon,p0046,amm.sp1,i0126,12:02:00,500,2,Nachu
V1,2011,2011-10-14,arj.lon,p0046,NA,NA,11:45,6,0,nachu
V4,2007,2007-10-25,arj.lon,p0046,NA,NA,08:20,inf 20,0,diego
V4,2009,2009-11-04,arj.lon,p0046,bombil9,i0183,12:02:00,500,5,Nachu
V1,2009,2009-11-05,arj.lon,p0046,NA,NA,09:26:00,15,0,Nachu
V4,2009,2009-11-04,arj.lon,p0046,aug.sp,i0228,12:02:00,500,1,Nachu
V1,2008,2008-09-24,arj.lon,p0046,ase.mon,i0180,10:42:00,5,1,Nachu
V1,2011,2011-10-04,arj.lon,p0046,NA,NA,10:44,6,0,silvia
V4,2007,2007-11-15,dyp.gla,p0047,cop.ari,i0044,07:16,500,3,Nachu
V4,2011,2011-11-08,dyp.gla,p0047,NA,NA,10:45,40,0,nachu
V4,2008,2008-11-18,dyp.gla,p0047,NA,NA,10:50:00,60,0,Nachu
V4,2007,2007-12-11,dyp.gla,p0047,aug.sp,i0228,08:57,200,4,Nachu
V4,2007,2007-11-20,dyp.gla,p0047,cop.ari,i0044,17:36,400,6,Nachu
V4,2007,2007-11-20,dyp.gla,p0047,cop.ari,i0044,17:45,200,1,Nachu
V4,2008,2008-12-02,dyp.gla,p0047,NA,NA,10:17:00,3,0,Nachu
V4,2007,2007-11-20,dyp.gla,p0047,cop.ari,i0044,17:45,200,1,Nachu
V4,2007,2007-12-11,dyp.gla,p0047,cop.sp2,i0052,08:57,200,1,Nachu
V1,2007,2007-12-11,dyp.gla,p0047,cop.sp2,i0052,07:33,200,3,Nachu
V4,2010,2010-11-10,dyp.gla,p0047,NA,NA,10:24,24,0,silvia
V4,2007,2007-11-15,dyp.gla,p0047,cop.ari,i0044,07:16,500,2,Nachu
V4,2007,2007-12-11,dyp.gla,p0047,aug.sp,i0228,08:57,200,3,Nachu
